Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Albania,ALB,CO2 emissions (kg per 2000 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,1.82482446188662E+00,2.45021166908009E+00,2.36933460762748E+00,2.44691459311809E+00,2.54103743743147E+00,2.51413080711240E+00,2.43312517486596E+00,2.26602939800576E+00,2.26243622969759E+00,2.52580645096590E+00,2.32811419500514E+00,1.75362396134538E+00,1.13590242505238E+00,1.01730303969254E+00,7.73226574414774E-01,7.38249878082024E-01,6.54077266562821E-01,5.57534987305917E-01,5.61686532324120E-01,8.70901330430841E-01,8.21597521764014E-01,8.18976054710345E-01,9.24177848046474E-01,9.99978805555825E-01,8.81315912985932E-01,9.60064120616415E-01,8.40761901112762E-01,8.40702735453802E-01,7.27577525375756E-01,,,,
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1.01280000000000E+01,9.87100000000000E+00,9.62800000000000E+00,9.38400000000000E+00,9.13400000000000E+00,8.88800000000000E+00,8.66600000000000E+00,8.49000000000000E+00,8.36600000000000E+00,8.28600000000000E+00,8.22500000000000E+00,8.14900000000000E+00,8.03100000000000E+00,7.85400000000000E+00,7.61900000000000E+00,7.34100000000000E+00,7.04700000000000E+00,6.77100000000000E+00,6.53900000000000E+00,6.35700000000000E+00,6.22400000000000E+00,6.12500000000000E+00,6.03800000000000E+00,5.94900000000000E+00,5.85900000000000E+00,5.77600000000000E+00,5.72000000000000E+00,5.70300000000000E+00,5.73300000000000E+00,5.80500000000000E+00,5.90900000000000E+00,6.03000000000000E+00,6.14600000000000E+00,6.24000000000000E+00,6.30500000000000E+00,6.33000000000000E+00,6.31400000000000E+00,6.26500000000000E+00,6.19500000000000E+00,6.11200000000000E+00,6.02500000000000E+00,5.94400000000000E+00,5.87900000000000E+00,5.83500000000000E+00,5.81700000000000E+00,5.82600000000000E+00,5.86200000000000E+00,5.91800000000000E+00,5.98600000000000E+00,6.06300000000000E+00,6.14700000000000E+00,6.23500000000000E+00,
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,6.65596608054273E+02,6.64567263920720E+02,7.16606788503831E+02,6.92111253850679E+02,6.65445118931882E+02,7.17207038756899E+02,6.38892178497351E+02,3.46072974278145E+02,2.17158330073374E+02,3.80808910851325E+02,6.24535068069998E+02,7.71862535148896E+02,9.68071951676898E+02,7.10314788052952E+02,8.85908630874792E+02,1.11770576716451E+03,1.20013743711751E+03,1.32938503146723E+03,1.44003014312560E+03,1.81939783764180E+03,2.38872927468633E+03,2.66614161960752E+03,2.89315785348960E+03,3.37722151719307E+03,4.07640213553351E+03,3.79568886057602E+03,3.70073841064381E+03,4.02973018008820E+03,
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.66066400112271E+00,1.00040312865082E+00,-8.26340047164649E-01,-3.27786599574485E+00,-5.04076637365202E-01,2.99045544713090E+00,-3.41829447217589E+00,-3.85286977660344E+00,7.77854259077053E+00,-1.04999278980923E+01,-2.96363134596943E+01,-6.49804544437498E+00,1.10301794690755E+01,9.84845086024531E+00,1.46829293031553E+01,1.00991324780455E+01,-9.59894279398522E+00,1.31708892747960E+01,1.03261677175797E+01,7.33035418977983E+00,6.80800083707615E+00,2.48703829207150E+00,5.12422489322270E+00,5.28456654551999E+00,4.93119724361814E+00,4.50746640300812E+00,5.46372607199814E+00,7.30283598683221E+00,2.93354923054710E+00,3.12657383053387E+00,2.62515034260163E+00,
Albania,ALB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1.92744245627134E+09,1.96678458064650E+09,2.17385001600000E+09,2.15702489600000E+09,2.12620000000000E+09,2.33502499200000E+09,2.09972496000000E+09,1.11746667849164E+09,6.80665047720789E+08,1.21607133135089E+09,1.99067284957489E+09,2.46809895288127E+09,3.08501785257366E+09,2.24582371381050E+09,2.78813238948500E+09,3.49546433261500E+09,3.79048479527702E+09,4.23656835470622E+09,4.57696878265515E+09,5.81978787788538E+09,7.64634695002559E+09,8.54084944048288E+09,9.38553443243024E+09,1.10060135317494E+10,1.31354140796856E+10,1.20093689230804E+10,1.17536702247943E+10,1.28995318033173E+10,
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,6.22543658536585E+01,6.32734634146342E+01,6.41623414634146E+01,6.48870975609756E+01,6.54376829268293E+01,6.58294390243903E+01,6.61000731707317E+01,6.63118048780488E+01,6.65164390243903E+01,6.67384634146342E+01,6.69894390243903E+01,6.72655121951220E+01,6.75444634146342E+01,6.78135121951220E+01,6.80722682926829E+01,6.83258292682927E+01,6.85777073170732E+01,6.88343414634146E+01,6.90996341463415E+01,6.93770731707317E+01,6.96740487804878E+01,7.00004634146341E+01,7.03512439024390E+01,7.07154146341463E+01,7.10764878048780E+01,7.13975853658537E+01,7.16373658536586E+01,7.17749268292683E+01,7.18093658536585E+01,7.17542195121951E+01,7.16454390243903E+01,7.15314878048781E+01,7.14652195121951E+01,7.14870000000000E+01,7.16177317073171E+01,7.18702926829268E+01,7.22410731707317E+01,7.26960731707317E+01,7.31978048780488E+01,7.37218292682927E+01,7.42387317073171E+01,7.47236585365854E+01,7.51612195121951E+01,7.55420243902439E+01,7.58591219512195E+01,7.61120000000000E+01,7.63096341463415E+01,7.64734146341464E+01,7.66207560975610E+01,7.67610975609756E+01,7.69009512195122E+01,7.70422682926829E+01,
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93000000000000E+01,,,
Algeria,DZA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,8.06895000000000E+05,7.31571000000000E+05,6.96223000000000E+05,6.71496000000000E+05,6.46398000000000E+05,6.27309000000000E+05,6.29216000000000E+05,5.90512000000000E+05,5.72155000000000E+05,5.91125000000000E+05,6.21542000000000E+05,5.91620000000000E+05,5.87866000000000E+05,5.56886000000000E+05,5.20585000000000E+05,5.02538000000000E+05,4.95690000000000E+05,5.19502000000000E+05,4.91414000000000E+05,4.82599000000000E+05,5.24714000000000E+05,5.27002000000000E+05,4.97645000000000E+05,4.89403000000000E+05,4.86790000000000E+05,,3.40287000000000E+05,3.13250000000000E+05,2.32345000000000E+05,1.90629000000000E+05,1.71799000000000E+05,1.35684000000000E+05,1.16195000000000E+05,1.04234000000000E+05,9.35610000000000E+04,7.47150000000000E+04,7.11750000000000E+04,8.16380000000000E+04,,
Algeria,DZA,CO2 emissions (kg per 2000 US$ of GDP),EN.ATM.CO2E.KD.GD,4.45508544291191E-01,5.07686799091950E-01,5.90844799836049E-01,4.21119388626979E-01,4.14284550758284E-01,4.55380612619600E-01,6.11319253512410E-01,5.59251170230545E-01,5.41812862561652E-01,6.21811986266265E-01,7.63629180744572E-01,1.06652207154532E+00,1.27101680897762E+00,1.65461251878697E+00,1.28187116580940E+00,1.22507117609172E+00,1.38221234001233E+00,1.40437424219660E+00,1.91936843378324E+00,1.30292506479339E+00,1.88486986409473E+00,1.27754963392406E+00,1.01534621376663E+00,1.29094213583238E+00,1.65172794693615E+00,1.63049921750863E+00,1.70189381471101E+00,1.89013315454011E+00,1.90531384983539E+00,1.74019192593258E+00,1.70154768342720E+00,1.77816721760464E+00,1.76394646456282E+00,1.80644241142562E+00,1.90851559500125E+00,2.01628096140317E+00,1.97519720407784E+00,1.78433179393177E+00,2.06128227621671E+00,1.71829198569286E+00,1.60487129733539E+00,1.49949180879144E+00,1.54364095763753E+00,1.47069795203117E+00,1.35207403596739E+00,1.53996188857260E+00,1.51224717612598E+00,1.54260966806061E+00,1.48724739460442E+00,,,,
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.02440000000000E+01,1.98860000000000E+01,1.95310000000000E+01,1.91700000000000E+01,1.87980000000000E+01,1.84120000000000E+01,1.80140000000000E+01,1.76110000000000E+01,1.72060000000000E+01,1.68030000000000E+01,1.64050000000000E+01,1.60210000000000E+01,1.56470000000000E+01,1.52790000000000E+01,1.49070000000000E+01,1.45110000000000E+01,1.40690000000000E+01,1.35690000000000E+01,1.30060000000000E+01,1.23840000000000E+01,1.17140000000000E+01,1.10110000000000E+01,1.03000000000000E+01,9.61000000000000E+00,8.95800000000000E+00,8.36500000000000E+00,7.84400000000000E+00,7.39400000000000E+00,7.01100000000000E+00,6.69400000000000E+00,6.43700000000000E+00,6.23000000000000E+00,6.06000000000000E+00,5.91300000000000E+00,5.78000000000000E+00,5.65500000000000E+00,5.53500000000000E+00,5.42400000000000E+00,5.32400000000000E+00,5.23400000000000E+00,5.15300000000000E+00,5.08300000000000E+00,5.02500000000000E+00,4.98000000000000E+00,4.94600000000000E+00,4.92200000000000E+00,4.90400000000000E+00,4.89000000000000E+00,4.87900000000000E+00,4.87000000000000E+00,4.86200000000000E+00,4.85500000000000E+00,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2.52188738608344E+02,2.21208852351560E+02,1.78544916435845E+02,2.36672856511409E+02,2.49623666149368E+02,2.63044859436263E+02,2.48560572907059E+02,2.68111821412656E+02,2.97567372477323E+02,3.19160321582579E+02,3.53806351160959E+02,3.58411839177147E+02,4.63115156905601E+02,5.78985604901322E+02,8.50914532001951E+02,9.71266392553451E+02,1.07227980637916E+03,1.22871107196141E+03,1.49587839256418E+03,1.82601300550897E+03,2.25106737149468E+03,2.28102591554988E+03,2.24959606517129E+03,2.35042719631506E+03,2.50539378271906E+03,2.62182488974778E+03,2.79940533067802E+03,2.85242022618140E+03,2.45843490192625E+03,2.25519956112946E+03,2.45245472245241E+03,1.76299193476648E+03,1.80749127498677E+03,1.83830088319558E+03,1.53300572100735E+03,1.47620026157788E+03,1.63065733677001E+03,1.64750533918651E+03,1.62392252633534E+03,1.61602037791510E+03,1.79440523316556E+03,1.78105381351174E+03,1.81455742958381E+03,2.13134526242867E+03,2.62420727145345E+03,3.11170344686813E+03,3.50890877857113E+03,4.00522424244245E+03,4.96657170204569E+03,3.95191090053405E+03,4.56689103151877E+03,5.24402687865026E+03,
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.52274700093980E+01,-2.11409191871479E+01,3.18322840224564E+01,3.71388956130446E+00,3.81876226298385E+00,-7.19344525406015E+00,6.46887305997330E+00,7.60527527531683E+00,5.23484062694415E+00,5.63731363434343E+00,-1.39587643843706E+01,2.36296119561913E+01,6.97809411406297E-01,4.22823395479107E+00,1.80537032314550E+00,5.00975521896505E+00,1.95995923173457E+00,5.76611499569215E+00,4.04953435026184E+00,-2.45490624573367E+00,-3.44035152853294E-01,2.94138750314548E+00,2.01344357621562E+00,2.29743675113399E+00,5.78302479989375E-01,-2.49113022418274E+00,-3.43711793883780E+00,-3.62281840947610E+00,1.72160785872842E+00,-1.71443111221873E+00,-3.60566196533347E+00,-6.04934510614626E-01,-4.30495298275109E+00,-2.97541938782905E+00,1.81691735747029E+00,2.30900805300122E+00,-4.76719254619056E-01,3.57425274280470E+00,1.74172726373205E+00,7.44621470994716E-01,1.11512697795406E+00,3.16944315549937E+00,5.32024396078089E+00,3.63289096229387E+00,3.52645762267856E+00,4.61979493622948E-01,1.43661572723074E+00,8.49120722220832E-01,8.70189442293935E-01,1.79122538133305E+00,1.04146245129924E+00,
Algeria,DZA,GNI (current US$),NY.GNP.MKTP.CD,3.22156365820528E+09,2.97215231702142E+09,2.20313389404717E+09,2.76430935985772E+09,2.90979932616602E+09,3.05526450494045E+09,2.91832934423192E+09,3.28985058092775E+09,3.79138194342554E+09,4.25725335844365E+09,4.74195861917947E+09,5.03651037828130E+09,6.73948402921548E+09,8.63933292011510E+09,1.31379573515109E+10,1.53806917744337E+10,1.74161323955037E+10,2.06101772892078E+10,2.57845470627246E+10,3.21534472037317E+10,4.11474746318882E+10,4.30960718784366E+10,4.38945938525390E+10,4.75764724675635E+10,5.22208994237990E+10,5.63673004623240E+10,6.22662994903228E+10,6.52122669548714E+10,5.70789924229101E+10,5.37414866060711E+10,5.99550977233639E+10,4.34953711258176E+10,4.58432954402875E+10,4.81964587455079E+10,4.08077453571385E+10,3.95740545873855E+10,4.43814973065538E+10,4.59578624275643E+10,4.61877787972551E+10,4.63506118999863E+10,5.20800592256310E+10,5.34909890439144E+10,5.48228113307842E+10,6.53187818368475E+10,8.14142926721947E+10,9.72591001831488E+10,1.12669320524244E+11,1.34003556324920E+11,1.69689269622037E+11,1.39576526509698E+11,1.55537972095549E+11,1.81167029776504E+11,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,4.69853902439025E+01,4.75183658536585E+01,4.80688536585366E+01,4.86398292682927E+01,4.92308048780488E+01,4.98382926829268E+01,5.04543414634146E+01,5.10729268292683E+01,5.16895853658537E+01,5.23027804878049E+01,5.29180243902439E+01,5.35412926829268E+01,5.41790731707317E+01,5.48353170731707E+01,5.55095121951220E+01,5.61955609756098E+01,5.68833902439024E+01,5.75654878048781E+01,5.82408780487805E+01,5.89140731707317E+01,5.96036829268293E+01,6.03363170731707E+01,6.11255609756098E+01,6.19685121951220E+01,6.28491707317073E+01,6.37360000000000E+01,6.45879512195122E+01,6.53669024390244E+01,6.60462682926829E+01,6.66150731707317E+01,6.70717804878049E+01,6.74289756097561E+01,6.77191951219512E+01,6.79760000000000E+01,6.82178780487805E+01,6.84658780487805E+01,6.87344878048781E+01,6.90256585365854E+01,6.93383658536585E+01,6.96730487804878E+01,7.00241707317073E+01,7.03811219512195E+01,7.07299024390244E+01,7.10590000000000E+01,7.13649024390244E+01,7.16461463414634E+01,7.19052926829268E+01,7.21509024390244E+01,7.23890487804878E+01,7.26227560975610E+01,7.28525365853659E+01,7.30799024390244E+01,
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,CO2 emissions (kg per 2000 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00000000000000E+00,,,,,,
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,7.56000000000000E+07,7.70000000000000E+07,6.77000000000000E+07,6.85000000000000E+07,7.92000000000000E+07,8.47000000000000E+07,1.05600000000000E+08,1.27200032000000E+08,1.39299968000000E+08,1.51100016000000E+08,1.65999968000000E+08,1.78200032000000E+08,1.89699984000000E+08,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,ADO,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47000000000000E+02,4.03000000000000E+02,7.95000000000000E+02,8.73000000000000E+02,8.66000000000000E+02,8.75000000000000E+02,8.46000000000000E+02,9.39000000000000E+02,1.09200000000000E+03,,
Andorra,ADO,CO2 emissions (kg per 2000 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45378880193824E-01,4.44760764052072E-01,4.39422651361762E-01,4.49664492742099E-01,4.58137459987573E-01,4.62562200969418E-01,4.13850829568809E-01,3.96355814311414E-01,3.73838789854614E-01,3.70309255073274E-01,3.56430031825375E-01,3.16760181116423E-01,3.08108358941196E-01,2.97485918622107E-01,,,,
Andorra,ADO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80000000000000E+00,3.60000000000000E+00,3.30000000000000E+00,2.80000000000000E+00,2.80000000000000E+00,3.20000000000000E+00,2.80000000000000E+00,,
Andorra,ADO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,3.22679241187511E+03,3.48482458348970E+03,4.20099758754469E+03,5.31938142648257E+03,6.28392495313519E+03,7.10798110168882E+03,7.06817284255415E+03,7.63238285841627E+03,8.94575930517978E+03,1.15108731228476E+04,1.19582483626365E+04,9.91645882571495E+03,9.08226003667894E+03,7.51329060874530E+03,7.22228841051359E+03,7.31309110691743E+03,9.90681423315858E+03,1.23485011000953E+04,1.43607378667765E+04,1.55244705990139E+04,1.94984071287807E+04,2.01267536364184E+04,2.09460869404361E+04,1.65994873320809E+04,1.61230945333327E+04,1.82189100577793E+04,1.87655950709271E+04,1.81903711118210E+04,1.88642709828091E+04,1.93770456455958E+04,1.75394420048658E+04,1.90504631185532E+04,2.10911865981174E+04,2.65632795766814E+04,3.08421014485330E+04,3.26078379972200E+04,3.53494735786775E+04,3.98748198024290E+04,4.49523991729748E+04,,,,
Andorra,ADO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-6.20526466900188E-01,2.77771144620434E+00,2.61893715049055E+00,8.83586246384255E-01,-3.61039397017923E+00,-5.15968713796482E-01,-6.31713830875583E-01,-1.93461632803010E+00,-3.65478338338332E+00,-2.10381865223003E+00,-4.96468647796414E+00,-4.04702324369840E+00,-3.46812051386151E+00,-2.81658074550560E+00,-1.37313322260817E+00,6.23866856842454E-01,3.73271160997861E+00,3.56297131056500E+00,2.77103672898483E+00,7.68619998846475E-01,-1.59902371403832E+00,-3.91221408084350E+00,-5.76703777544027E+00,-1.57677017499869E+00,2.35369980983862E-01,3.80262245679373E+00,9.60876927279742E+00,4.25330312942003E+00,4.52370973558168E+00,1.49965734972454E-01,8.81397512646274E+00,1.80604739403141E+00,2.08222698058414E+00,2.11606471881345E+00,2.38762990976997E+00,4.13469300102361E+00,-4.61164971097190E-01,2.08196349542023E+00,,,,
Andorra,ADO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,7.86175703229253E+07,8.94066595140116E+07,1.13414331870944E+08,1.50841699110766E+08,1.86557164008677E+08,2.20112850775998E+08,2.27284165925171E+08,2.53998069145235E+08,3.08020384395950E+08,4.11548246761169E+08,4.46377494880496E+08,3.88983013897495E+08,3.75914742918141E+08,3.27849949003210E+08,3.30073024937292E+08,3.46742901743383E+08,4.81996232885864E+08,6.11300198459120E+08,7.21426027475386E+08,7.95489397964069E+08,1.02898943940715E+09,1.10689094298847E+09,1.20999260428817E+09,1.00709089643735E+09,1.01754461909316E+09,1.17874526182826E+09,1.22402346969136E+09,1.18064603701274E+09,1.21195395356155E+09,1.23984026563345E+09,1.13364429454250E+09,1.26476024644075E+09,1.45619879629382E+09,1.91794847527513E+09,2.32216350226295E+09,2.53975928592747E+09,2.82350385262328E+09,3.24541158371970E+09,3.71203426650674E+09,,,,
Andorra,ADO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62000000000000E+01,,,
Angola,AGO,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,4.51888000000000E+05,5.07643000000000E+05,,,,,,,,,,,,,,,7.38232000000000E+05,,,,,,,,,,4.55393000000000E+05,4.57837000000000E+05,4.92581000000000E+05,,
Angola,AGO,CO2 emissions (kg per 2000 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,6.51234896054256E-01,6.28061359079138E-01,7.26337157988251E-01,6.06720788448145E-01,5.90049093846320E-01,5.23370481404942E-01,5.22272437589891E-01,5.67574285926960E-01,9.89571473813131E-01,6.41232790215855E-01,1.64394240207677E+00,1.40845940999697E+00,9.18435808890031E-01,8.51376610552590E-01,1.03320334929816E+00,1.04516874715953E+00,1.03358128023014E+00,1.17488785002045E+00,8.13930688734457E-01,1.51773234471549E+00,1.30816018491254E+00,1.25937846805346E+00,1.16043082049946E+00,9.87896114171684E-01,,,,
